Name	Pfad	de	en	fr	it
help	/rdmo/question[74]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	
text	/rdmo/question[74]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit der Erstellung von Metadaten und Kontextinformation im Projekt?	What are the personnel costs associated with the the creation of metadata and context information in the project?	Quels sont les coûts de personnel associés à la création de métadonnées et d'informations contextuelles dans le projet?	
verbose_name	/rdmo/question[74]/verbose_name[4]				
verbose_name_plural	/rdmo/question[74]/verbose_name_plural[4]				
help	/rdmo/question[75]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	
text	/rdmo/question[75]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit der Erstellung von Metadaten und Kontextinformation im Projekt?	What is the amount of non-personnel-costs associated with the creation of metadata and context information in the project?	Quel est le montant des dépenses non liées au personnel associées à la création de métadonnées et d'informations contextuelles dans le projet?	
verbose_name	/rdmo/question[75]/verbose_name[4]				
verbose_name_plural	/rdmo/question[75]/verbose_name_plural[4]				
title	/rdmo/questionset[29]/title[4]	Objektstruktur, Granularität und Referenzierung	Structure, granularity, and referencing	Structure, granularité et référencement	
help	/rdmo/questionset[29]/help[4]				
verbose_name	/rdmo/questionset[29]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[29]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[76]/help[4]				
text	/rdmo/question[76]/text[4]	Wie sind die Daten strukturiert? In welchem Verhältnis stehen die einzelnen Komponenten zueinander? In welchem Verhältnis steht der Datensatz zu anderen im Projekt erhobenen oder genutzten Datensätzen?	What is the structure of the data? How are the individual components of the dataset related to each other? How is the dataset related to other datasets used in the project?	Quelle est la structure des données? Comment les composants individuels du jeu de données sont-ils liés les uns aux autres? Comment le jeu de données est-il lié aux autres jeux de données utilisés dans le projet?	
verbose_name	/rdmo/question[76]/verbose_name[4]				
verbose_name_plural	/rdmo/question[76]/verbose_name_plural[4]				
title	/rdmo/questionset[30]/title[4]	Persistente Identifikatoren (PIDs)	Persistent Identifiers (PIDs)	Identifiants persistants (PIDs)	
help	/rdmo/questionset[30]/help[4]	"Persistente Identifikatoren (PIDs) sollen die dauerhafte Referenzierung von (insbesondere) digitalen Objekten wie Publikationen oder Forschungsdaten ermöglichen. Statt, wie i.d.R. bei der Angabe eines Hyperlinks als Referenz der Fall,
			auf den Speicherort des Objektes zu verweisen, fungiert die PID als eine Zwischeninstanz, von der aus zum Objekt weitergeleitet wird (dies nennt man „Auflösen“ der PID). Die PID bleibt gleich, auch wenn der Speicherort des Objektes sich. Während ein
			Hyperlink in diesem Fall ins Nichts führen würde, ist das Objekt über die PID weiterhin erreichbar. Mehr Informationen zur Funktionsweise, Verwendung und verschiedenen Arten von PIDs gibt es z.B. in einem vom Projekt DASISH <a
			href=""http://training.dasish.eu/training/3/"" target=""_blank"">Online-Tutorial</a> oder in den <a href=""http://www.ands.org.au/guides#identify"" target=""_blank"">Informationsmaterialien des
			Australian National Data Service ANDS)</a> (nach unten scrollen zu ""Identifying data and researchers"")."	"The purpose of Persistent Identifiers (PIDs) is to ensure the permanent reference of (in particular) digital objects like online publications and research data. When traditional hyperlinks are used as reference, they point directly to
			the storage location of the data. The problem is, that if the storage location is changed, the link will not work anymore. A PID serves as an intermediate from which requests are directed to the current object location (this is called
			""resolving"" of a PID). The PID stays the same, even if the storage location changes. While a mere hyperlink in this case would lead to nowhere, via the PID the object is still accessible.
		"	"Le but des identifiants persistants (PID) est d'assurer la référence permanente (en particulier) des objets numériques comme les publications en ligne et les données de recherche. Lorsque des hyperliens traditionnels sont utilisés
			comme référence, ils pointent directement vers l'emplacement de stockage des données. Le problème est que si l'emplacement de stockage est modifié, le lien ne fonctionnera plus. Un PID sert d'intermédiaire à partir duquel les demandes sont dirigées
			vers l'emplacement actuel de l'objet (c'est ce qu'on appelle la ""résolution"" d'un PID). Le PID reste le même, même si l'emplacement de stockage change. Alors qu'un simple lien hypertexte ne mènerait nulle part, via le PID, l'objet est
			toujours accessible."	
verbose_name	/rdmo/questionset[30]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[30]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[77]/help[4]				
text	/rdmo/question[77]/text[4]	Sollen für diesen Datensatz persistente Identifikatoren (PIDs) genutzt werden?	Will persistent identifiers (PIDs) be used for this data set?	Des identifiants persistants (PID) seront-ils utilisés pour ce jeu de données?	Verranno applicati degli identificatori persistenti (PID) per questa raccolta di dati?
verbose_name	/rdmo/question[77]/verbose_name[4]				
verbose_name_plural	/rdmo/question[77]/verbose_name_plural[4]				
help	/rdmo/question[78]/help[4]				
text	/rdmo/question[78]/text[4]	Welches System von persistenten Identifikatoren soll genutzt werden?	Which system of persistent identifiers shall be used?	Quel système d'identifiants persistants doit être utilisé?	Quale sistema di identificatori persistenti deve essere applicato?
verbose_name	/rdmo/question[78]/verbose_name[4]				
verbose_name_plural	/rdmo/question[78]/verbose_name_plural[4]				
help	/rdmo/question[79]/help[4]				
text	/rdmo/question[79]/text[4]	Welche (Sub-)Entitäten / Untereinheiten sollten sinnvollerweise eigene Identifikatoren erhalten? Welche dieser Identifikatoren sollten dauerhaft und zitierfähig sein?	Which (sub-) entities / sub units should be referenced using identifiers? Which of those identifiers should be persistent and citable?	Quelles (sous-) entités / sous-unités doivent être référencées à l'aide d'identifiants? Lequel de ces identifiants devrait être persistant et citable?	
verbose_name	/rdmo/question[79]/verbose_name[4]				
verbose_name_plural	/rdmo/question[79]/verbose_name_plural[4]				
help	/rdmo/question[80]/help[4]	"Die Voraussetzung dafür, dass persistente Identifikatoren auch wirklich halten, was sie versprechen, ist, dass sie - wie auch die Objekte, auf die referenziert wird - dauerhaft und verlässlich gepflegt werden. D.h. beispielsweise,
			dass bei einer Änderung des Speicherortes des Objekts die Information über den neuen Speicherort entsprechend aktualisiert werden muss. Werden die Daten in einem Datenzentrum oder -repositorium gespeichert, wird diese Verantwortung i.d.R. von diesem
			übernommen. Um sicher zu sein, sollten die Verantwortlichkeiten jedoch in jedem Fall geprüft bzw. geklärt werden."	"A prerequisite for PIDs to work as promised is that they - as well as the objects they refer to - are maintained in a continuous and reliable way.. This means, for example, that if the object location changes, this information is
			updated. When the data are stored in a data centre or repository, these tasks are usually taken care of by the data centre / repository. However, to be sure, the responsibilities should be checked beforehand."	"Une condition préalable pour que les PID fonctionnent comme promis est qu'ils - ainsi que les objets auxquels ils se réfèrent - sont maintenus de manière continue et fiable. Cela signifie, par exemple, que si l'emplacement de l'objet
			change, ces informations sont mis à jour. Lorsque les données sont stockées dans un centre de données ou un référentiel, ces tâches sont généralement prises en charge par le centre de données/référentiel. Cependant, pour être sûr, les responsabilités
			doivent être vérifiées au préalable."	
text	/rdmo/question[80]/text[4]	Wer ist verantwortlich für die Pflege der PIDs und die Objektpflege (d. h. die Langzeitarchivierung des Objekts und somit dafür, dem PID-Service einen Objektumzug und die neue Adresse mitzuteilen)?	Who is responsible for the maintenance of the PIDs and the object maintenance (i.e. who is responsible notifying the PID-Service about object relocation and the new address)?	Qui est responsable de la maintenance des PID et de la maintenance des objets (c'est-à-dire qui est responsable de la notification du service PID concernant la relocalisation des objets et la nouvell	
verbose_name	/rdmo/question[80]/verbose_name[4]				
verbose_name_plural	/rdmo/question[80]/verbose_name_plural[4]				
title	/rdmo/questionset[31]/title[4]	PIDs Kosten	PIDs costs	Coûts des PID	Costi per i PID
help	/rdmo/questionset[31]/help[4]				
verbose_name	/rdmo/questionset[31]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[31]/verbose_name_plural[4]				
help	/rdmo/question[81]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	
text	/rdmo/question[81]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit der Vergabe von persistenten Identifikatoren im Projekt?	What are the personnel costs associated with of persistent identifiers in the project?	Quels sont les coûts de personnel associés aux identifiants persistants dans le projet?	
verbose_name	/rdmo/question[81]/verbose_name[4]				
verbose_name_plural	/rdmo/question[81]/verbose_name_plural[4]				
help	/rdmo/question[82]/help[4]	Bitte schätzen sie die Kosten in Euro.	Please estimate the costs in Euro.	Veuillez estimer les coûts en Euro.	
text	/rdmo/question[82]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit persistenten Identifikatoren im Projekt?	What is the amount of non-personnel-costs associated with persistent identifiers in the project?	Quel est le montant des coûts non liés au personnel associés aux identifiants persistants dans le projet?	
verbose_name	/rdmo/question[82]/verbose_name[4]				
verbose_name_plural	/rdmo/question[82]/verbose_name_plural[4]				
title	/rdmo/section[6]/title[4]	Rechtliche und ethische Fragen	Legal and ethics	Cadre légal et éthique	Aspetti legali ed etici
title	/rdmo/questionset[32]/title[4]	Recht allgemein	General legal issues	Questions juridiques générales	Questioni legali generali
help	/rdmo/questionset[32]/help[4]				
verbose_name	/rdmo/questionset[32]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[32]/verbose_name_plural[4]				
help	/rdmo/question[83]/help[4]	"Falls Sie diese Frage mit ""Ja"" beantworten, setzen Sie sich bitte mit der Rechtsabteilung bzw. einem/r entsprechenden Ansprechpartner/in an Ihrer Institution in Verbindung, um zu klären, ob sich daraus Konsequenzen für Ihr
			Projekt ergeben und wenn ja, welche dies sind."	"If you answer this question with ""Yes"", please get in touch with the legal department or a respective contact person at your institution to clarify if this has consequences for the project and its data management and if yes,
			what consequences these are."	"Si vous répondez à cette question par ""Oui"", veuillez contacter le service juridique ou une personne de contact respective de votre institution pour clarifier si cela a des conséquences sur le projet et sa gestion des
			données et si oui, quelles sont ces conséquences."	
text	/rdmo/question[83]/text[4]	Muss die rechtliche Situation verschiedener Länder berücksichtigt werden?	Does the legal situation of different countries have to be considered?	La situation juridique des différents pays doit-elle être prise en compte?	
verbose_name	/rdmo/question[83]/verbose_name[4]				
verbose_name_plural	/rdmo/question[83]/verbose_name_plural[4]				
title	/rdmo/questionset[33]/title[4]	Personenbezogene Daten	Personal data	Données personnelles	Dati personali
help	/rdmo/questionset[33]/help[4]				
verbose_name	/rdmo/questionset[33]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[33]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[84]/help[4]	"Der Umgang und die Verarbeitung personenbezogener Daten ist gesetzlich geregelt. Die EU-weit einheitliche Anwendung erfolgt nach der <a href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679""
			target=""_blank"">EU-Datenschutz-Grundverordnung (DSGVO)</a>. Sie gestattet Regelungsspielräume auf nationaler Ebene. In Deutschland regelt dies das <a href=""http://www.gesetze-im-internet.de/bdsg_2018/""
			target=""_blank"">Bundesdatenschutzgesetz (BDSG)</a>. Für Hochschulen gelten zum großen Teil die individuellen Datenschutzgesetze der Länder, z.B. das <a
			href=""https://recht.nrw.de/lmi/owa/br_text_anzeigen?v_id=3520071121100436275"" target=""_blank"">Datenschutzgesetz Nordrhein-Westfalen (DSG NRW)</a>. Die europäische DSGVO definiert personenbezogene Daten als alle
			Informationen, die sich auf eine identifizierte oder identifizierbare natürliche Person beziehen (Art. 4 DSGVO, Abs. 1). <b>Identifiziert </b>ist eine Person, wenn eindeutig erkennbar ist, zu welcher Person die Daten gehören.
			<b>Identifizierbar</b> wird eine Person, wenn sie mittels Zusatzinformationen identifiziert werden kann. Mehr Informationen zum Thema finden Sie auf den Webseiten der Datenschutzbeauftragten der UA Ruhr. * <a
			href=""https://dsb.ruhr-uni-bochum.de/"" target=""_blank"">Ruhr-Universität Bochum</a> * <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität von
			Duisburg-Essen</a> * <a href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Universität Dortmund</a>"	"European Data Protection Law may apply.
		"	La loi européenne sur la protection des données peut s'appliquer.	
text	/rdmo/question[84]/text[4]	Enthält dieser Datensatz personenbezogene Daten?	Does this dataset contain personal data?	Ce jeu de données contient-il des données personnelles?	
verbose_name	/rdmo/question[84]/verbose_name[4]				
verbose_name_plural	/rdmo/question[84]/verbose_name_plural[4]				
title	/rdmo/questionset[34]/title[4]	Datenschutz	Data protection	Protection des données	Protezione dei dati
help	/rdmo/questionset[34]/help[4]				
verbose_name	/rdmo/questionset[34]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[34]/verbose_name_plural[4]				
help	/rdmo/question[85]/help[4]	"Die <a href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679"" target=""_blank"">EU Datenschutzgrundverordnung (DSGVO)</a> hat Vorrang vor nationalem Recht. Sie findet seit dem
			25.05.2018 Anwendung. Für Hochschulen finden weiterhin die Landesdatenschutzgesetze Anwendung, die bestimmte Regelungen der DSGVO ausgestalten können, z.B. <a href=""https://recht.nrw.de/lmi/owa/br_text_anzeigen?v_id=3520071121100436275""
			target=""_blank"">Datenschutzgesetz Nordrhein-Westfalen (DSG NRW)</a>. In bestimmten Bereichen gelten spezifische Gesetze, die über den Landesdatenschutzgesetzen bzw. <a
			href=""http://www.gesetze-im-internet.de/bdsg_2018/"" target=""_blank"">Bundesdatenschutzgesetz (BDSG)</a> stehen. *Für medizinischen Daten ist bspw. das Zehnte Sozialgesetzbuch (SGB X) anwendbar, * Für Daten des Mikrozensus
			das Bundesstatistikgesetz (BStatG). * Für Forschung in Schulen in NRW das Schulgesetz NRW (SchulG NRW) Demzufolge können je nach Forschungsprojekt auch mehrere Gesetze betroffen sein."	It depends on the kind of institution which law applies.	Cela dépend du type d'institution auquel la loi s'applique.	
text	/rdmo/question[85]/text[4]	Welche Gesetze sind neben der europäischen DSGVO bezüglich der Fragen des Datenschutzes für das Projekt zu beachten?	Which law applies with respect to the aspects of data protection in the project?	Quelle loi s'applique en ce qui concerne les aspects de la protection des données dans le projet?	
verbose_name	/rdmo/question[85]/verbose_name[4]				
verbose_name_plural	/rdmo/question[85]/verbose_name_plural[4]				
title	/rdmo/questionset[35]/title[4]	Sensible Daten	Sensitive data	Données sensibles	Dati sensibili
help	/rdmo/questionset[35]/help[4]				
verbose_name	/rdmo/questionset[35]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[35]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[86]/help[4]	"Hierunter fallen laut DSGVO personenbezogene „Daten, aus denen die rassische und ethnische Herkunft, politische Meinungen, religiöse oder weltanschauliche überzeugungen oder die Gewerkschaftszugehörigkeit hervorgehen, sowie die
			Verarbeitung von genetischen Daten, biometrischen Daten zur eindeutigen Identifizierung einer natürlichen Person, Gesundheitsdaten oder Daten zum Sexualleben oder der sexuellen Orientierung einer natürlichen Person “ <a
			href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679"" target=""_blank"">(Art. 9 DSGVO, Abs. 1)</a>. Solche Daten gelten als besonders sensibel und erfordern noch strengere Schutzmaßnahmen, als bei
			personenbezogenen Daten generell bereits erforderlich sind. Wenn Sie diese Frage mit ""Ja"" beantworten, informieren Sie sich bei der/dem Datenschutzbeauftragten Ihrer Institution, welche zusätzlichen Schutzmaßnahmen notwendig sind. * <a
			href=""https://dsb.ruhr-uni-bochum.de/"" target=""_blank"">Ruhr-Universität Bochum</a> * <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität
			Duisburg-Essen</a> * <a href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Unversität Dortmund</a>"	"These kinds of data are considered particularly sensitive and require even more extensive safeguards. If you answer this question with ""Yes"", please get in touch with the data protection officer of your institution to check
			which additional protection measures are necessary."	"Ces types de données sont considérés comme particulièrement sensibles et nécessitent des garanties encore plus étendues. Si vous répondez à cette question par ""Oui"", veuillez contacter le délégué à la protection des données
			de votre institution pour vérifier quelles mesures de protection supplémentaires sont nécessaires."	
text	/rdmo/question[86]/text[4]	Enthält der Datensatz personenbezogene Daten besonderer Kategorien?	Does the dataset contain information on racial and ethnic origin, political opinions, religious or philosophical beliefs, trade union membership, health or sex life?	Le jeu de données contient-il des informations sur l'origine raciale et ethnique, les opinions politiques, les croyances religieuses ou philosophiques, l'appartenance à un syndicat, la santé ou la vie sexuelle?	
verbose_name	/rdmo/question[86]/verbose_name[4]				
verbose_name_plural	/rdmo/question[86]/verbose_name_plural[4]				
help	/rdmo/question[87]/help[4]				
text	/rdmo/question[87]/text[4]	Werden die Daten anonymisiert oder pseudonymisiert?	Will the data be anonymised or pseudonymised?	Les données seront-elles anonymisées ou pseudonymisées?	
verbose_name	/rdmo/question[87]/verbose_name[4]				
verbose_name_plural	/rdmo/question[87]/verbose_name_plural[4]				
help	/rdmo/question[88]/help[4]	"Grundsätzlich gilt, dass eine Erhebung, Verarbeitung, Archivierung und Veröffentlichung personenbezogener Daten nur zulässig ist, wenn eine entsprechende „informierte Einwilligung“ der Betroffenen vorliegt. Nur in ganz wenigen
			Ausnahmefällen wird diese nicht benötigt. Bitte informieren Sie sich ggf. bei der/dem Datenschutzbeauftragten Ihrer Institution über die notwendigen Bedingungen für die Einwilligung. * <a href=""https://dsb.ruhr-uni-bochum.de/""
			target=""_blank"">Ruhr-Universität Bochum</a> * <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität von Duisburg-Essen</a> * <a
			href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Unversität Dortmund</a>"	"Basically, the collection, processing, archiving and publication of personal data is only admissible, when the “informed consent” of the person in question has been obtained.
		"	Fondamentalement, la collecte, le traitement, l'archivage et la publication de données personnelles ne sont admissibles que lorsque le «consentement éclairé» de la personne en question a été obtenu.	
text	/rdmo/question[88]/text[4]	"In welchem Umfang wird die ""informierte Einwilligung"" der Betroffenen eingeholt?"	"To what extent is the ""informed consent"" obtained from the persons concerned?"	"Dans quelle mesure le ""consentement éclairé"" est-il obtenu des personnes concernées?"	
verbose_name	/rdmo/question[88]/verbose_name[4]				
verbose_name_plural	/rdmo/question[88]/verbose_name_plural[4]				
help	/rdmo/question[89]/help[4]				
text	/rdmo/question[89]/text[4]	"Wenn keine ""informierte Einwilligung"" eingeholt wird, begründen Sie dies bitte."	"If no ""informed consent"" is obtained, please give the reasons for not doing so."	Si aucun consentement éclairé n'est obtenu, veuillez indiquer les raisons du refus.	
verbose_name	/rdmo/question[89]/verbose_name[4]				
verbose_name_plural	/rdmo/question[89]/verbose_name_plural[4]				
help	/rdmo/question[90]/help[4]				
text	/rdmo/question[90]/text[4]	"Wo und wie sind die ""informierten Einwilligungen"" abgelegt?"	"Where and how is the ""informed consent"" documented?"	"Où et comment le ""consentement éclairé"" est-il documenté?"	
verbose_name	/rdmo/question[90]/verbose_name[4]				
verbose_name_plural	/rdmo/question[90]/verbose_name_plural[4]				
help	/rdmo/question[91]/help[4]				
text	/rdmo/question[91]/text[4]	Bis wann werden die (unanonymisierten bzw. unpseudonymisierten) Originaldaten spätestens sicher vernichtet?	By when will the (unanonymised or unpseudonymised) original data be safely deleted?	D'ici quand les données originales (non anonymisées ou non anonymisées) seront-elles supprimées en toute sécurité?	
verbose_name	/rdmo/question[91]/verbose_name[4]				
verbose_name_plural	/rdmo/question[91]/verbose_name_plural[4]				
title	/rdmo/questionset[36]/title[4]	Weitere sensible Daten	Other sensitive data	Autres données sensibles	Altri dati sensibili
help	/rdmo/questionset[36]/help[4]				
verbose_name	/rdmo/questionset[36]/verbose_name[4]	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[36]/verbose_name_plural[4]	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[92]/help[4]	Beispiele hierfür sind etwa Daten, die Betriebs- oder Geschäftsgeheimnisse oder Ortsangaben zu bedrohten Tier- oder Pflanzenarten enthalten.	Examples are data that contain trade or business secrets or geoinformation on endangered species.	Des exemples sont des données qui contiennent des secrets commerciaux ou commerciaux d'informations géographiques sur les espèces menacées.	
text	/rdmo/question[92]/text[4]	Enthält dieser Datensatz nicht-personenbezogene sensible Daten?	Does this dataset contain sensitive data other than personal data?	Ce jeu de données contient-il des données sensibles autres que des données personnelles?	
verbose_name	/rdmo/question[92]/verbose_name[4]				
verbose_name_plural	/rdmo/question[92]/verbose_name_plural[4]				
help	/rdmo/question[93]/help[4]				
text	/rdmo/question[93]/text[4]	Wenn ja, um welche nicht personenbezogenen sensiblen Daten handelt es sich?	If yes, please describe the non-personal sensitive data used in the project.	Si oui, veuillez décrire les données sensibles non personnelles utilisées dans le projet.	
verbose_name	/rdmo/question[93]/verbose_name[4]				
verbose_name_plural	/rdmo/question[93]/verbose_name_plural[4]				
title	/rdmo/questionset[37]/title[4]	Sensible Daten Kosten	Sensitive data costs	Coûts des données sensibles	Costi per i dati sensibili
help	/rdmo/questionset[37]/help[4]				
verbose_name	/rdmo/questionset[37]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[37]/verbose_name_plural[4]				
help	/rdmo/question[94]/help[4]	Bitte schätzen sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	
text	/rdmo/question[94]/text[4]	Welcher Personalaufwand entsteht für die Anonymisierung von sensiblen Daten im Projekt?	What are the personnel costs associated with the anonymization of sensitive data in the project?	Quels sont les frais de personnel liés à l'anonymisation des données sensibles dans le projet?	
verbose_name	/rdmo/question[94]/verbose_name[4]				
verbose_name_plural	/rdmo/question[94]/verbose_name_plural[4]				
help	/rdmo/question[95]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	
text	/rdmo/question[95]/text[4]	Welche Sachkosten entstehen im Zusammenhang mit der Anonymisierung von sensiblen Daten im Projekt?	What is the amount of non-personnel-costs associated with the anonymization of sensitive data in the project?	Quel est le montant des coûts non liés au personnel associés à l'anonymisation des données sensibles dans le projet?	
verbose_name	/rdmo/question[95]/verbose_name[4]				
verbose_name_plural	/rdmo/question[95]/verbose_name_plural[4]				
help	/rdmo/question[96]/help[4]	Bitte schätzen Sie den Aufwand in Personenmonaten.	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	
text	/rdmo/question[96]/text[4]	Welcher Personalaufwand entsteht im Zusammenhang mit weiteren (nicht-technischen) Sicherheitsmaßnahmen für sensible Daten im Projekt?	What are the personnel costs associated with other (non-technical) security measures for sensitive data in the project?	Quels sont les coûts de personnel associés aux autres mesures de sécurité (non techniques) pour les données sensibles du projet?	
verbose_name	/rdmo/question[96]/verbose_name[4]				
verbose_name_plural	/rdmo/question[96]/verbose_name_plural[4]				
help	/rdmo/question[97]/help[4]	Bitte schätzen sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di riportare i costi stimati in **euro**.
text	/rdmo/question[97]/text[4]	Wie hoch sind die weiteren Sachkosten für weiter (nicht-technische) Sicherheitsmaßnahmen für sensible Daten im Projekt?	What is the amount of non-personnel-costs for other (non-technical) security measures for sensitive data for the project?	Quel est le montant des dépenses non liées au personnel pour d'autres mesures de sécurité (non techniques) pour les données sensibles du projet?	
verbose_name	/rdmo/question[97]/verbose_name[4]				
verbose_name_plural	/rdmo/question[97]/verbose_name_plural[4]				
title	/rdmo/questionset[38]/title[4]	Offizielle Genehmigung	Official approval	Approbation officielle	Approvazione ufficiale
help	/rdmo/questionset[38]/help[4]				
verbose_name	/rdmo/questionset[38]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[38]/verbose_name_plural[4]				
help	/rdmo/question[98]/help[4]				
text	/rdmo/question[98]/text[4]	Wurde das Forschungsvorhaben von einer Ethikkommission begutachtet?	Has the project been approved by a research ethics committee?	Le projet a-t-il été approuvé par un comité d'éthique de la recherche?	Il progetto è stato approvato da un comitato per l'etica nella ricerca?
verbose_name	/rdmo/question[98]/verbose_name[4]				
verbose_name_plural	/rdmo/question[98]/verbose_name_plural[4]				
help	/rdmo/question[99]/help[4]				
text	/rdmo/question[99]/text[4]	Wird für das Forschungsvorhaben eine offizielle Genehmigung benötigt?	Is a statutatory approval / permit needed for the research?	Une autorisation ou un permis statutaire est-il nécessaire pour la recherche?	
verbose_name	/rdmo/question[99]/verbose_name[4]				
verbose_name_plural	/rdmo/question[99]/verbose_name_plural[4]				
help	/rdmo/question[100]/help[4]				
text	/rdmo/question[100]/text[4]	Wenn ja, um welche Genehmigung handelt es sich?	If yes, which permit?	Si oui, quel permis?	
verbose_name	/rdmo/question[100]/verbose_name[4]				
verbose_name_plural	/rdmo/question[100]/verbose_name_plural[4]				
help	/rdmo/question[101]/help[4]				
text	/rdmo/question[101]/text[4]	Wenn ja, welche ist die ausstellende Behörde?	If yes, which is the responsible agency?	Si oui, quelle est l'agence responsable?	
verbose_name	/rdmo/question[101]/verbose_name[4]				
verbose_name_plural	/rdmo/question[101]/verbose_name_plural[4]				
help	/rdmo/question[102]/help[4]				
text	/rdmo/question[102]/text[4]	Wird eine Datenzugangs-Kommission benötigt, die bei Zugriffsanfragen auf vom Projekt veröffentlichte Daten entscheidet, ob Zugang gewährt wird oder nicht?	Is a data access committee needed to handle access requests to the published data of the project?	Un comité d'accès aux données est-il nécessaire pour traiter les demandes d'accès aux données publiées du projet?	È necessario un comitato di accesso ai dati per gestire gli accessi ai dati pubblicati nel corso del progetto?
verbose_name	/rdmo/question[102]/verbose_name[4]				
verbose_name_plural	/rdmo/question[102]/verbose_name_plural[4]				
title	/rdmo/questionset[39]/title[4]	Urheber- oder verwandte Schutzrechte I	Intellectual property rights I	Droits de propriété intellectuelle I	Diritti di proprietà intellettuale I
help	/rdmo/questionset[39]/help[4]				
verbose_name	/rdmo/questionset[39]/verbose_name[4]				
verbose_name_plural	/rdmo/questionset[39]/verbose_name_plural[4]				
