Name	Pfad	de	en	fr	it
verbose_name	/rdmo/questionset[26]/verbose_name				
verbose_name_plural	/rdmo/questionset[26]/verbose_name_plural				
help	/rdmo/question[60]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[60]/text	Welcher Personalaufwand für das Datenmanagement entsteht im Rahmen der Erhebung, Erstellung oder Akquise der Daten im Projekt?	What are the personnel costs for data management associated with the creation or acquisition of data in the project?	Quels sont les frais de personnel pour la gestion des données associés à la création ou à l'acquisition de données dans le projet ?	Quali sono i costi per il personale per la gestione dei dati connessi alla creazione o acquisizione dei dati nel progetto?
verbose_name	/rdmo/question[60]/verbose_name				
verbose_name_plural	/rdmo/question[60]/verbose_name_plural				
help	/rdmo/question[61]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the effort in **Euro**.	Veuillez estimer l'effort en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[61]/text	Welche Sachkosten für das Datenmanagement entstehen im Rahmen der Erhebung, Erstellung oder Akquise der Daten im Projekt?	What is the amount of non-personnel-costs for data management associated with the creation or acquisiton of data in the project?	Quel est le montant des dépenses non liées au personnel pour la gestion des données associées à la création ou à l'acquisition de données dans le projet ?	Quali sono i costi materiali per la gestione dei dati connessi alla creazione o acquisizione dei dati nel progetto?
verbose_name	/rdmo/question[61]/verbose_name				
verbose_name_plural	/rdmo/question[61]/verbose_name_plural				
help	/rdmo/question[62]/help	Bitte schätzen Sie den Aufwand in Personenmonaten. (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[62]/text	Welcher Personalaufwand für das Datenmanagement entsteht im Zusammenhang mit der Nutzung der Daten im Projekt?	What are the personnel costs for data management associated with the the usage of data in the project?	Quels sont les coûts de personnel pour la gestion des données associés à l'utilisation des données dans le projet ?	Quali sono i costi per il personale per la gestione dei dati connessi all’utilizzo dei dati nel progetto?
verbose_name	/rdmo/question[62]/verbose_name				
verbose_name_plural	/rdmo/question[62]/verbose_name_plural				
help	/rdmo/question[63]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[63]/text	Welche Sachkosten für das Datenmanagement entstehen im Zusammenhang mit der Nutzung der Daten im Projekt?	What is the amount of non-personnel-costs for data management associated with the usage of data in the project?	Quel est le montant des dépenses non liées au personnel pour la gestion des données associées à l'utilisation des données dans le projet ?	Quali sono i costi materiali per la gestione dei dati connessi all’utilizzo dei dati nel progetto?
verbose_name	/rdmo/question[63]/verbose_name				
verbose_name_plural	/rdmo/question[63]/verbose_name_plural				
help	/rdmo/question[64]/help	Bitte schätzen Sie den Aufwand in Personenmonaten. (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personne.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[64]/text	Welcher Personalaufwand entsteht im Zusammenhang mit der Speicherung der Daten und Maßnahmen zur Datensicherheit während des Projektes?	What are the personnel costs associated with data storage and data security in the project?	Quels sont les coûts de personnel associés au stockage et à la sécurité des données dans le projet ?	Quali sono i costi per il personale connessi al salvataggio e alla sicurezza dei dati nel progetto?
verbose_name	/rdmo/question[64]/verbose_name				
verbose_name_plural	/rdmo/question[64]/verbose_name_plural				
help	/rdmo/question[65]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[65]/text	Welche Sachkosten entstehen im Zusammenhang mit der Speicherung der Datensätze während des Projektes?	What is the amount of non-personnel costs associated with the storage of the data sets during the project?	Quel est le montant des dépenses non liées au personnel associées au stockage des jeux de données pendant le projet ?	Quali sono i costi materiali connessi al salvataggio dei dati nel progetto?
verbose_name	/rdmo/question[65]/verbose_name				
verbose_name_plural	/rdmo/question[65]/verbose_name_plural				
title	/rdmo/section[5]/title	Metadaten und Referenzierung	Metadata and referencing	Métadonnées et référencement	Metadati e riferimenti
title	/rdmo/questionset[27]/title	Metadaten	Metadata	Métadonnées	Metadati
help	/rdmo/questionset[27]/help				
verbose_name	/rdmo/questionset[27]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[27]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[66]/help				
text	/rdmo/question[66]/text	Welche Informationen sind für Außenstehende notwendig, um die Daten zu verstehen (d. h. ihre Erhebung bzw. Entstehung, Analyse sowie die auf ihrer Basis gewonnenen Forschungsergebnisse nachvollziehen) und nachnutzen zu können?	Which information is necessary for other parties to understand the data (that is, to understand their collection or creation, analysis, and research results obtained on its basis) and to re-use it?	Quelles informations sont nécessaires aux autres parties pour comprendre les données (c'est-à-dire pour comprendre leur collecte ou leur création, les résultats d'analyse et de recherche obtenus sur leur base) et pour les réutiliser ?	Quali informazioni sono necessarie per un esterno per poter interpretare i dati (ovvero per comprendere la loro collezione o creazione e i risultati dell'analisi e ricerca basati su di essi) e per riutilizzarli?
verbose_name	/rdmo/question[66]/verbose_name				
verbose_name_plural	/rdmo/question[66]/verbose_name_plural				
help	/rdmo/question[67]/help				
text	/rdmo/question[67]/text	Welche Standards, Ontologien, Klassifikationen etc. werden zur Beschreibung der Daten und Kontextinformation genutzt?	Which standards, ontologies, classifications etc. are used to describe the data and context information?	Quelles normes, ontologies, classifications, etc. sont utilisées pour décrire les données et les informations contextuelles ?	Quali norme, ontologie, classificazioni ecc. vengono utilizzati per descrivere i dati e le informazioni contestuali?
verbose_name	/rdmo/question[67]/verbose_name				
verbose_name_plural	/rdmo/question[67]/verbose_name_plural				
help	/rdmo/question[68]/help	Diese Information wird für einen Horizon 2020 Datenmanagementplan benötigt.	This information is needed for a Horizon 2020 data management plan.	Ces informations sont nécessaires pour un plan de gestion des données Horizon 2020.	Quest'informazione è necessaria per un piano di gestione dei dati in Horizon 2020.
text	/rdmo/question[68]/text	Sollte es unvermeidbar sein, projektspezifische oder seltene Ontologien, Metadatenschemata oder Vokabulare zu nutzen, werden Mappings zu gängigen Ontologien etc. erstellt?	In case it is unavoidable that you use uncommon or generate project-specific ontologies or vocabularies, will you provide mappings to more commonly used ontologies?	Dans le cas où il est inévitable que vous utilisiez des outils peu courants ou que vous génériez des ontologies ou des vocabulaires spécifiques au projet, fournirez-vous des mappages à des ontologies plus couramment utilisées ?	Nel caso in cui sia inevitabile l’utilizzo di ontologie o vocabolari generati internamente al progetto, provvederete una mappatura verso ontologie di uso comune?
verbose_name	/rdmo/question[68]/verbose_name				
verbose_name_plural	/rdmo/question[68]/verbose_name_plural				
help	/rdmo/question[69]/help				
text	/rdmo/question[69]/text	Welche Metadaten werden automatisch erhoben?	Which metadata are collected automatically?	Quelles métadonnées sont collectées automatiquement ?	Quali metadati vengono raccolti in modo automatico?
verbose_name	/rdmo/question[69]/verbose_name				
verbose_name_plural	/rdmo/question[69]/verbose_name_plural				
help	/rdmo/question[70]/help	Welche Metadaten werden also durch den Computer / die Software automatisch erhoben, müssen aber überprüft werden?	So what metadata are automatically collected by the computer/software, but must be checked?	C'est-à-dire quelles metadonnées seron collectés automatiquement par l’ordinateur / le logiciel, mais doivent être contrôlés ?	Ovvero quali metadati vengono raccolti in modo automatico dal calcolatore / dal programma, ma devono essere controllati?
text	/rdmo/question[70]/text	Welche Metadaten werden semi-automatisch erhoben?	Which metadata are collected semi-automatically?	Quelles métadonnées sont collectées semi-automatiquement ?	Quali metadati vengono raccolti in modo semi-automatico?
verbose_name	/rdmo/question[70]/verbose_name				
verbose_name_plural	/rdmo/question[70]/verbose_name_plural				
help	/rdmo/question[71]/help	Dafür bietet sich ein Metadateneditor an.	A metadata editor is suitable for this.	Un éditeur de métadonnées peut aider.	Un editore di metadati puè essere di aiuto.
text	/rdmo/question[71]/text	Welche Metadaten werden manuell erhoben?	Which metadata are collected manually?	Quelles métadonnées sont collectées manuellement ?	Quali metadati vengono raccolti manualmente?
verbose_name	/rdmo/question[71]/verbose_name				
verbose_name_plural	/rdmo/question[71]/verbose_name_plural				
help	/rdmo/question[72]/help				
text	/rdmo/question[72]/text	Werden Metadaten und Kontextinformation auf Korrektheit und Vollständigkeit geprüft?	Are metadata and context information being checked for correctness and completeness?	Les métadonnées et les informations contextuelles sont-elles vérifiées pour leur exactitude et leur exhaustivité ?	I metadati e le informazioni contestuali vengono verificati per l’esattezza ed esaustività?
verbose_name	/rdmo/question[72]/verbose_name				
verbose_name_plural	/rdmo/question[72]/verbose_name_plural				
help	/rdmo/question[73]/help				
text	/rdmo/question[73]/text	Wer ist verantwortlich für die Dokumentation und Prüfung der Metadaten und Kontextinformationen auf Richtigkeit und Vollständigkeit?	Who is responsible for documenting the metadata and context information and for checking if they are correct and complete?	Qui est chargé de documenter les métadonnées et les informations de contexte et de vérifier si elles sont correctes et complètes ?	Chi è incaricato di documentare i metadati e le informazioni contestuali e di verificare la loro correttezza e completezza?
verbose_name	/rdmo/question[73]/verbose_name				
verbose_name_plural	/rdmo/question[73]/verbose_name_plural				
title	/rdmo/questionset[28]/title	Metadatenkosten	Metadata costs	Coûts des métadonnées	Costi per i metadati
help	/rdmo/questionset[28]/help				
verbose_name	/rdmo/questionset[28]/verbose_name				
verbose_name_plural	/rdmo/questionset[28]/verbose_name_plural				
help	/rdmo/question[74]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[74]/text	Welcher Personalaufwand entsteht im Zusammenhang mit der Erstellung von Metadaten und Kontextinformation im Projekt?	What are the personnel costs associated with the the creation of metadata and context information in the project?	Quels sont les coûts de personnel associés à la création de métadonnées et d'informations contextuelles dans le projet ?	Quali sono i costi per il personale connessi alla creazione di metadati e informazioni contestuali nel progetto?
verbose_name	/rdmo/question[74]/verbose_name				
verbose_name_plural	/rdmo/question[74]/verbose_name_plural				
help	/rdmo/question[75]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[75]/text	Welche Sachkosten entstehen im Zusammenhang mit der Erstellung von Metadaten und Kontextinformation im Projekt?	What is the amount of non-personnel-costs associated with the creation of metadata and context information in the project?	Quel est le montant des dépenses non liées au personnel associées à la création de métadonnées et d'informations contextuelles dans le projet ?	Quali sono i costi materiali connessi alla creazione di metadati e informazioni contestuali nel progetto?
verbose_name	/rdmo/question[75]/verbose_name				
verbose_name_plural	/rdmo/question[75]/verbose_name_plural				
title	/rdmo/questionset[29]/title	Objektstruktur, Granularität und Referenzierung	Structure, granularity, and referencing	Structure, granularité et référencement	Struttura, granularità e referenziazione
help	/rdmo/questionset[29]/help				
verbose_name	/rdmo/questionset[29]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[29]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[76]/help				
text	/rdmo/question[76]/text	Wie sind die Daten strukturiert? In welchem Verhältnis stehen die einzelnen Komponenten zueinander? In welchem Verhältnis steht der Datensatz zu anderen im Projekt erhobenen oder genutzten Datensätzen?	What is the structure of the data? How are the individual components of the dataset related to each other? How is the dataset related to other datasets used in the project?	Quelle est la structure des données ? Comment les composants individuels du jeu de données sont-ils liés les uns aux autres ? Comment le jeu de données est-il lié aux autres jeux de données utilisés dans le projet ?	Come sono strutturati i dati? In che modo sono collegati i componenti individuali gli uni agli altri? Come sono collegati questi dati agli altri dati utilizzati nel progetto?
verbose_name	/rdmo/question[76]/verbose_name				
verbose_name_plural	/rdmo/question[76]/verbose_name_plural				
title	/rdmo/questionset[30]/title	Persistente Identifikatoren (PIDs)	Persistent Identifiers (PIDs)	Identifiants persistants (PIDs)	Identificatori persistenti (PID)
help	/rdmo/questionset[30]/help	"Persistente Identifikatoren (PIDs) sollen die dauerhafte Referenzierung von (insbesondere) digitalen Objekten wie Publikationen oder Forschungsdaten ermöglichen. Statt, wie i.d.R. bei der Angabe eines Hyperlinks als Referenz der Fall, auf den Speicherort des Objektes zu verweisen, fungiert die PID als eine Zwischeninstanz, von der aus zum Objekt weitergeleitet wird (dies nennt man „Auflösen“ der PID). Die PID bleibt gleich, auch wenn sich der Speicherort des Objektes ändert. Während ein Hyperlink in diesem Fall ins Nichts führen würde, ist das Objekt über die PID weiterhin erreichbar.
Weitere Informationen zur Funktionsweise, Verwendung und den verschiedenen Arten von PIDs findet man z.B. im <a 			href=""https://www.dpconline.org/handbook/technical-solutions-and-tools/persistent-identifiers"" target=""_blank""> Handbook der Digital Preservation Coalition</a> oder in den Informationsmaterialien des <a 			href=""http://www.ands.org.au/guides#identify"" target=""_blank""> Australian National Data Service (ANDS)</a> (bitte scrollen Sie zu dem Abschnitt ""Identifying data and researchers"").
"	"The purpose of Persistent Identifiers (PIDs) is to ensure the permanent reference of (in particular) digital objects like online publications and research data. When traditional hyperlinks are used as reference, they point directly to the storage location of the data. The problem is, that if the storage location is changed, the link will not work anymore.
A PID serves as an intermediate from which requests are directed to the current object location (this is called ""resolving"" of a PID). The PID stays the same, even if the storage location changes. While a mere hyperlink in this case would lead to nowhere, via the PID the object is still accessible.
		"	"Le but des identifiants persistants (PID) est d'assurer la référence permanente (en particulier) des objets digitaux comme les publications en ligne et les données de recherche. Lorsque des hyperliens traditionnels sont utilisés comme référence, ils pointent directement vers l'emplacement de stockage des données. Le problème est que si l'emplacement de stockage est modifié, le lien ne fonctionnera plus.
Un PID sert d'intermédiaire à partir duquel les demandes sont dirigées vers l'emplacement actuel de l'objet (c'est ce qu'on appelle la ""résolution"" d'un PID). Le PID reste le même, même si l'emplacement de stockage change. Alors qu'un simple lien hypertexte ne mènerait nulle part, via le PID, l'objet est toujours accessible.
"	"Gli identificatori persistenti (PID) vengono usati con lo scopo di assicurare un riferimento permanente a oggetti, in particolare digitali, come pubblicazioni in linea e dati della ricerca. A differenza dei normali collegamenti ipertestuali, che puntano direttamente all'indirizzo dell'oggetto, i PID agiscono come intermediari, a partire dai quali avviene il reindirizzamento verso l'oggetto in sé (la cosiddetta ""risoluzione"" di un PID). Il PID rimane sempre uguale, anche nel caso in cui l'oggetto viene spostato: a differenza di un normale collegamento, che in questo caso punterebbe nel nulla, il PID mantiene l'oggetto raggiungibile.
"
verbose_name	/rdmo/questionset[30]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[30]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[77]/help				
text	/rdmo/question[77]/text	Sollen für diesen Datensatz persistente Identifikatoren (PIDs) genutzt werden?	Will persistent identifiers (PIDs) be used for this data set?	Des identifiants persistants (PID) seront-ils utilisés pour ce jeu de données ?	Verranno applicati degli identificatori persistenti (PID) per questa raccolta di dati?
verbose_name	/rdmo/question[77]/verbose_name				
verbose_name_plural	/rdmo/question[77]/verbose_name_plural				
help	/rdmo/question[78]/help				
text	/rdmo/question[78]/text	Welches System von persistenten Identifikatoren soll genutzt werden?	Which system of persistent identifiers shall be used?	Quel système d'identifiants persistants doit être utilisé ?	Quale sistema di identificatori persistenti deve essere applicato?
verbose_name	/rdmo/question[78]/verbose_name				
verbose_name_plural	/rdmo/question[78]/verbose_name_plural				
help	/rdmo/question[79]/help				
text	/rdmo/question[79]/text	Welche (Sub-)Entitäten / Untereinheiten sollten sinnvollerweise eigene Identifikatoren erhalten? Welche dieser Identifikatoren sollten dauerhaft und zitierfähig sein?	Which (sub-) entities / sub units should be referenced using identifiers? Which of those identifiers should be persistent and citable?	Quelles (sous-) entités / sous-unités doivent être référencées à l'aide d'identifiants ? Lequel de ces identifiants devrait être persistant et citable ?	Quali (sub-)entità o subunità devono essere individuabili con un proprio identificatore? Quali di questi identificatori devono essere persistenti e referenziabili?
verbose_name	/rdmo/question[79]/verbose_name				
verbose_name_plural	/rdmo/question[79]/verbose_name_plural				
help	/rdmo/question[80]/help	"Die Voraussetzung dafür, dass persistente Identifikatoren auch wirklich halten, was sie versprechen, ist, dass sie - wie auch die Objekte, auf die referenziert wird - dauerhaft und verlässlich gepflegt werden.
D.h. beispielsweise, dass bei einer Änderung des Speicherortes des Objekts die Information über den neuen Speicherort entsprechend aktualisiert werden muss.
Werden die Daten in einem Datenzentrum oder -repositorium gespeichert, wird diese Verantwortung i.d.R. von diesem übernommen. Um sicher zu sein, sollten die Verantwortlichkeiten jedoch in jedem Fall geprüft bzw. geklärt werden.
"	"A prerequisite for PIDs to work as promised is that they - as well as the objects they refer to - are maintained in a continuous and reliable way. This means, for example, that if the object location changes, this information is updated.
When the data are stored in a data centre or repository, these tasks are usually taken care of by the data centre / repository.
However, to be sure, the responsibilities should be checked beforehand.
"	"Une condition préalable pour que les PID fonctionnent comme promis est qu'ils - ainsi que les objets auxquels ils se réfèrent - sont maintenus de manière continue et fiable.
Cela signifie, par exemple, que si l'emplacement de l'objet change, ces informations sont mis à jour. Lorsque les données sont stockées dans un centre de données ou un référentiel, ces tâches sont généralement prises en charge par le centre de données/référentiel.
Cependant, pour être sûr, les responsabilités doivent être vérifiées au préalable.
"	"Una condizione necessaria per il corretto funzionamento degli identificatori persistenti è un lavoro di mantenimento continuo e affidabile, anche degli oggetti collegati.
Per esempio, ciò richiede che in caso di rilocazione dell'oggetto collegato, l'indirizzo collegato venga aggiornato in modo conseguente. Qualora i dati siano salvato in un centro dati o repositorio, di regola l'aggiornamento ricade sotto la responsabilità di questo. In ogni caso, per sicurezza, è opportuno verificare o chiarire le competenze.
"
text	/rdmo/question[80]/text	Wer ist verantwortlich für die Pflege der PIDs und die Objektpflege (d. h. die Langzeitarchivierung des Objekts und somit dafür, dem PID-Service einen Objektumzug und die neue Adresse mitzuteilen)?	Who is responsible for the maintenance of the PIDs and the object maintenance (i.e. who is responsible notifying the PID-Service about object relocation and the new address)?	Qui est responsable de la maintenance des PID et de la maintenance des objets (c'est-à-dire qui est responsable, au cas d'une relocalisation des données, de la notification de la nouvelle adresse au service PID) ?	Chi è responsabile per il mantenimento dei PID e degli oggetti stessi (ovvero chi ha l'incarico, in caso di spostamento dei dati, di comunicare il nuovo indirizzo al servizio dei PID)?
verbose_name	/rdmo/question[80]/verbose_name				
verbose_name_plural	/rdmo/question[80]/verbose_name_plural				
title	/rdmo/questionset[31]/title	PIDs Kosten	PIDs costs	Coûts des PID	Costi per i PID
help	/rdmo/questionset[31]/help				
verbose_name	/rdmo/questionset[31]/verbose_name				
verbose_name_plural	/rdmo/questionset[31]/verbose_name_plural				
help	/rdmo/question[81]/help	Bitte schätzen Sie den Aufwand in Personenmonaten (1 PM = Monatsarbeitszeit eines Vollzeitbeschäftigten).	Please estimate the effort in person months.	Veuillez estimer l'effort en mois-personnes.	Si prega di stimare l'impegno in persone-mesi.
text	/rdmo/question[81]/text	Welcher Personalaufwand entsteht im Zusammenhang mit der Vergabe von persistenten Identifikatoren im Projekt?	What are the personnel costs associated with the use of persistent identifiers in the project?	Quels sont les coûts de personnel associés aux identifiants persistants dans le projet ?	Quali sono i costi per il personale connessi all’assegnazione di identificatori persistenti nel progetto?
verbose_name	/rdmo/question[81]/verbose_name				
verbose_name_plural	/rdmo/question[81]/verbose_name_plural				
help	/rdmo/question[82]/help	Bitte schätzen Sie die Kosten in **Euro**.	Please estimate the costs in **Euro**.	Veuillez estimer les coûts en **Euro**.	Si prega di stimare i costi in **euro**.
text	/rdmo/question[82]/text	Welche Sachkosten entstehen im Zusammenhang mit persistenten Identifikatoren im Projekt?	What is the amount of non-personnel-costs associated with persistent identifiers in the project?	Quel est le montant des coûts non liés au personnel associés aux identifiants persistants dans le projet ?	Quali sono i costi materiali connessi all’assegnazione di identificatori persistenti nel progetto?
verbose_name	/rdmo/question[82]/verbose_name				
verbose_name_plural	/rdmo/question[82]/verbose_name_plural				
title	/rdmo/section[6]/title	Rechtliche und ethische Fragen	Legal and ethics	Cadre légal et éthique	Aspetti legali ed etici
title	/rdmo/questionset[32]/title	Recht allgemein	General legal issues	Questions juridiques générales	Questioni legali generali
help	/rdmo/questionset[32]/help				
verbose_name	/rdmo/questionset[32]/verbose_name				
verbose_name_plural	/rdmo/questionset[32]/verbose_name_plural				
help	/rdmo/question[83]/help	"Falls Sie diese Frage mit ""Ja"" beantworten, setzen Sie sich bitte mit der Rechtsabteilung bzw. einem/r entsprechenden Ansprechpartner/in an Ihrer Institution in Verbindung, um zu klären, ob sich daraus Konsequenzen für Ihr Projekt ergeben und wenn ja, welche dies sind."	"If you answer this question with ""Yes"", please get in touch with the legal department or a respective contact person at your institution to clarify if this has consequences for the project and its data management and if yes, what consequences these are."	"Si vous répondez à cette question par ""Oui"", veuillez contacter le service juridique ou une personne de contact respective de votre institution pour clarifier si cela a des conséquences sur le projet et sa gestion des données et si oui, quelles sont ces conséquences."	Se vi è una risposta affermativa a questa domanda, si prega di contattare il dipartimento legale o una figura equivalente nella vostra istituzione per chiarire quali sono le conseguenze per il progetto e la sua gestione dei dati.
text	/rdmo/question[83]/text	Muss die rechtliche Situation verschiedener Länder berücksichtigt werden?	Does the legal situation of different countries have to be considered?	La situation juridique des différents pays doit-elle être prise en compte ?	È necessario tenere conto della situazione legale di diversi paesi?
verbose_name	/rdmo/question[83]/verbose_name				
verbose_name_plural	/rdmo/question[83]/verbose_name_plural				
title	/rdmo/questionset[33]/title	Personenbezogene Daten	Personal data	Données personnelles	Dati personali
help	/rdmo/questionset[33]/help				
verbose_name	/rdmo/questionset[33]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[33]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
help	/rdmo/question[84]/help	"Der Umgang und die Verarbeitung personenbezogener Daten ist gesetzlich geregelt. Die EU-weit einheitliche Anwendung erfolgt nach der <a href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679"" target=""_blank"">EU-Datenschutz-Grundverordnung (DSGVO)</a>. Sie gestattet Regelungsspielräume auf nationaler Ebene. In Deutschland regelt dies das <a href=""http://www.gesetze-im-internet.de/bdsg_2018/"" target=""_blank"">Bundesdatenschutzgesetz (BDSG)</a>. Für Hochschulen gelten zum großen Teil die individuellen Datenschutzgesetze der Länder, z.B. das <a href=""https://recht.nrw.de/lmi/owa/br_text_anzeigen?v_id=3520071121100436275"" target=""_blank"">Datenschutzgesetz Nordrhein-Westfalen (DSG NRW)</a>. Die europäische DSGVO definiert personenbezogene Daten als alle Informationen, die sich auf eine identifizierte oder identifizierbare natürliche Person beziehen (Art. 4 DSGVO, Abs. 1). <b>Identifiziert </b>ist eine Person, wenn eindeutig erkennbar ist, zu welcher Person die Daten gehören. <b>Identifizierbar</b> wird eine Person, wenn sie mittels Zusatzinformationen identifiziert werden kann. Mehr Informationen zum Thema finden Sie auf den Webseiten der Datenschutzbeauftragten der UA Ruhr. * <a href=""https://dsb.ruhr-uni-bochum.de/"" target=""_blank"">Ruhr-Universität Bochum</a> * <a href=""https://www.uni-due.de/verwaltung/organisation/just_datenschutz.php"" target=""_blank"">Universität von Duisburg-Essen</a> * <a href=""https://www.tu-dortmund.de/universitaet/organisation/beauftragte-vertrauenspersonen/#accordion-2213-764"" target=""_blank"">Technische Universität Dortmund</a>"	"European Data Protection Law (GDPR) may apply.
		"	La loi européenne sur la protection des données (RGPD) peut s'appliquer.	La legge europea sulla protezione dei dati (RGPD) può essere rilevante.
text	/rdmo/question[84]/text	Enthält dieser Datensatz personenbezogene Daten?	Does this dataset contain personal data?	Ce jeu de données contient-il des données personnelles ?	Questa raccolta di dati contiene dati personali?
verbose_name	/rdmo/question[84]/verbose_name				
verbose_name_plural	/rdmo/question[84]/verbose_name_plural				
title	/rdmo/questionset[34]/title	Datenschutz	Data protection	Protection des données	Protezione dei dati
help	/rdmo/questionset[34]/help				
verbose_name	/rdmo/questionset[34]/verbose_name				
verbose_name_plural	/rdmo/questionset[34]/verbose_name_plural				
help	/rdmo/question[85]/help	"Die <a href=""https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX:32016R0679"" target=""_blank"">EU Datenschutzgrundverordnung (DSGVO)</a> hat Vorrang vor nationalem Recht. Sie findet seit dem 25.05.2018 Anwendung.
Für Hochschulen finden weiterhin die Landesdatenschutzgesetze Anwendung, die bestimmte Regelungen der DSGVO ausgestalten können, z.B. <a href=""https://recht.nrw.de/lmi/owa/br_text_anzeigen?v_id=3520071121100436275"" target=""_blank"">Datenschutzgesetz Nordrhein-Westfalen (DSG NRW)</a>.
In bestimmten Bereichen gelten spezifische Gesetze, die über den Landesdatenschutzgesetzen bzw. <a 	href=""http://www.gesetze-im-internet.de/bdsg_2018/"" target=""_blank"">Bundesdatenschutzgesetz (BDSG)</a> stehen.
* Für medizinischen Daten ist bspw. das Zehnte Sozialgesetzbuch (SGB X) anwendbar,
* Für Daten des Mikrozensus das Bundesstatistikgesetz (BstatG).
* Für Forschung in Schulen in NRW das Schulgesetz NRW (SchulG NRW).
Demzufolge können je nach Forschungsprojekt auch mehrere Gesetze betroffen sein."	It depends on the kind of institution which law applies.	Quelle loi est rélevante, cela dépend du type d'institution.	Quale legge si applica dipende dal tipo di istituzione.
text	/rdmo/question[85]/text	Welche Gesetze sind neben der europäischen DSGVO bezüglich der Fragen des Datenschutzes für das Projekt zu beachten?	Which law applies with respect to the aspects of data protection in the project?	Quelle loi s'applique en ce qui concerne les aspects de la protection des données dans le projet ?	Quale legge va applicata per regolare gli aspetti della protezione dei dati nel progetto?
verbose_name	/rdmo/question[85]/verbose_name				
verbose_name_plural	/rdmo/question[85]/verbose_name_plural				
title	/rdmo/questionset[35]/title	Sensible Daten	Sensitive data	Données sensibles	Dati sensibili
help	/rdmo/questionset[35]/help				
verbose_name	/rdmo/questionset[35]/verbose_name	Datensatz	dataset	jeu de données	raccolta di dati
verbose_name_plural	/rdmo/questionset[35]/verbose_name_plural	Datensätze	datasets	jeux de données	raccolte di dati
